2017-04-20 10:09:13,721, 1492675753721332246, 1.139, 0.693, -2.892, -0.245, 2.31, 1.218
2017-04-20 10:09:13,723, 1492675753723124385, 1.136, 0.701, -2.883, -0.283, 2.302, 1.23
2017-04-20 10:09:13,725, 1492675753725137512, 1.137, 0.713, -2.867, -0.313, 2.326, 1.213
2017-04-20 10:09:13,728, 1492675753727925815, 1.151, 0.723, -2.846, -0.339, 2.352, 1.222
2017-04-20 10:09:13,730, 1492675753729973511, 1.146, 0.73, -2.846, -0.342, 2.357, 1.246
2017-04-20 10:09:13,734, 1492675753734158719, 1.16, 0.721, -2.883, -0.315, 2.366, 1.278
2017-04-20 10:09:13,742, 1492675753742153922, 1.157, 0.673, -2.927, -0.184, 2.339, 1.254
2017-04-20 10:09:13,744, 1492675753744203743, 1.147, 0.674, -2.971, -0.091, 2.336, 1.234
2017-04-20 10:09:13,748, 1492675753747794338, 1.142, 0.665, -3.0, -0.013, 2.338, 1.234
2017-04-20 10:09:13,749, 1492675753749164386, 1.115, 0.644, -3.025, 0.074, 2.287, 1.169
2017-04-20 10:09:13,751, 1492675753751004324, 1.103, 0.634, -3.024, 0.097, 2.264, 1.177
2017-04-20 10:09:13,752, 1492675753752116813, 1.096, 0.633, -3.044, 0.136, 2.235, 1.194
2017-04-20 10:09:13,754, 1492675753754347566, 1.086, 0.637, -3.06, 0.162, 2.216, 1.202
2017-04-20 10:09:13,756, 1492675753756127169, 1.078, 0.648, -3.061, 0.162, 2.22, 1.202
2017-04-20 10:09:13,758, 1492675753758135628, 1.084, 0.651, -3.069, 0.16, 2.232, 1.205
2017-04-20 10:09:13,760, 1492675753760012065, 1.102, 0.64, -3.053, 0.156, 2.245, 1.226
2017-04-20 10:09:13,762, 1492675753762013928, 1.094, 0.632, -3.043, 0.129, 2.236, 1.197
2017-04-20 10:09:13,764, 1492675753763984271, 1.093, 0.626, -3.017, 0.087, 2.221, 1.181
2017-04-20 10:09:13,766, 1492675753766049905, 1.087, 0.643, -2.992, 0.037, 2.218, 1.173
2017-04-20 10:09:13,768, 1492675753768165591, 1.088, 0.665, -2.994, -0.001, 2.238, 1.169
2017-04-20 10:09:13,771, 1492675753770908482, 1.117, 0.647, -2.986, -0.05, 2.272, 1.156
2017-04-20 10:09:13,772, 1492675753772146768, 1.116, 0.66, -2.982, -0.078, 2.309, 1.164
