x;y;z;label;time_stamps
[-0.889052391052,-0.858395397663,-0.98102337122,-0.79708147049,-0.919709384441,-1.01168036461,-0.643796563148,-0.827738463879,-0.551825642586,-0.735767483711,-0.643796563148,-0.613139569759,-0.98102337122,-1.04233729839,-0.7664244771,-0.674453556538,-0.551825642586,-0.735767483711,-0.613139569759,-0.674453556538,-0.7664244771,-0.79708147049,-0.7664244771,-0.613139569759,-1.04233729839,-1.04233729839,-0.735767483711,-0.79708147049,-0.674453556538,-0.827738463879,-0.613139569759,-1.01168036461,-0.98102337122,-0.613139569759,-0.582482635975,-0.858395397663,-0.7664244771,-1.16496527195,-0.7664244771,-0.827738463879,-0.79708147049,-0.674453556538,-0.674453556538,-0.521168649197,-0.551825642586,-0.582482635975,-0.79708147049,-0.79708147049,-0.705110549927,-0.79708147049,-0.79708147049,-0.7664244771,-0.79708147049,-0.643796563148,-0.858395397663,-0.551825642586,-0.827738463879,-0.889052391052,-0.582482635975,-0.613139569759,-0.889052391052,-0.674453556538,-0.613139569759,-0.889052391052,-0.889052391052,-1.01168036461,-0.459854692221,-0.827738463879,-0.889052391052,-0.674453556538,-0.79708147049,7.48030281067,7.9708147049,7.63358783722,7.63358783722,7.20439004898,7.66424465179,7.48030281067,7.90950059891,7.9708147049,7.66424465179,7.51096010208,7.63358783722,7.69490194321,7.9708147049,7.81752967834,7.75621604919,7.69490194321,7.69490194321,7.72555875778,7.69490194321,7.60293102264,7.51096010208,7.60293102264,7.51096010208,7.84818696976,7.69490194321,7.69490194321,7.63358783722,7.48030281067,8.00147151947,7.38833189011,7.72555875778,7.69490194321,7.78687286377,5.15037250519,5.21168661118,5.24234342575,4.96643066406,5.02774477005,5.27300071716,5.02774477005,5.21168661118,5.18102931976,5.18102931976,4.84380292892,5.02774477005,5.11971569061,5.0890583992,5.30365753174,5.11971569061,5.15037250519,4.84380292892,5.15037250519,5.24234342575,5.02774477005,5.27300071716,5.05840158463,5.02774477005,4.93577384949,4.90511655807,5.0890583992,5.21168661118,5.05840158463,5.18102931976,5.0890583992,5.24234342575,4.96643066406,5.27300071716,5.11971569061,5.33431434631,4.99708747864,5.05840158463,4.99708747864,4.78248882294,4.90511655807,4.3532910347,4.29197692871,4.56789016724,4.44526195526,4.47591924667,4.38394784927,4.44526195526,4.47591924667,4.38394784927,4.3532910347,4.59854698181,4.38394784927,4.50657606125,4.44526195526,4.3532910347,4.29197692871,4.53723287582];[3.57415604591,3.78799438477,3.57415604591,3.2686727047,3.45196270943,3.14647912979,3.20757603645,3.20757603645,3.08538246155,3.29922103882,3.48251104355,3.78799438477,3.6963493824,3.48251104355,3.17702770233,3.23812437057,3.2686727047,3.17702770233,3.57415604591,3.14647912979,3.39086604118,3.51305937767,3.36031770706,3.11593079567,3.42141437531,3.39086604118,3.36031770706,3.23812437057,3.39086604118,3.48251104355,3.45196270943,3.29922103882,2.90209245682,3.0242857933,3.32976937294,3.57415604591,3.17702770233,3.45196270943,3.32976937294,3.39086604118,3.42141437531,3.42141437531,3.36031770706,3.2686727047,3.32976937294,3.11593079567,3.14647912979,3.23812437057,3.54360771179,3.20757603645,3.60470438004,3.32976937294,3.29922103882,2.84099578857,3.45196270943,3.45196270943,3.51305937767,3.17702770233,3.39086604118,3.17702770233,3.14647912979,3.23812437057,3.29922103882,3.51305937767,3.23812437057,3.42141437531,3.11593079567,3.36031770706,3.39086604118,3.14647912979,3.48251104355,-2.53551244736,-2.23002886772,-2.04673886299,-2.23002886772,-1.95509386063,-1.9245455265,-1.98564219475,-1.86344885826,-2.53551244736,-2.13838386536,-2.13838386536,-1.89399719238,-1.80235219002,-1.95509386063,-1.86344885826,-1.9245455265,-2.29112577438,-2.07728719711,-2.04673886299,-1.7718038559,-1.98564219475,-1.9245455265,-2.10783553123,-1.95509386063,-1.98564219475,-2.04673886299,-1.64961051941,-1.86344885826,-1.9245455265,-1.7718038559,-1.9245455265,-2.07728719711,-1.95509386063,-2.01619052887,3.17702770233,3.17702770233,3.2686727047,3.45196270943,3.57415604591,3.45196270943,3.36031770706,3.14647912979,3.23812437057,3.2686727047,3.32976937294,3.51305937767,3.42141437531,3.2686727047,3.23812437057,3.29922103882,3.60470438004,3.48251104355,3.45196270943,3.05483412743,3.17702770233,3.29922103882,3.63525271416,3.29922103882,3.60470438004,3.29922103882,3.39086604118,3.48251104355,3.05483412743,3.17702770233,3.2686727047,3.57415604591,3.39086604118,3.29922103882,3.45196270943,3.05483412743,3.2686727047,3.51305937767,3.32976937294,3.29922103882,3.48251104355,3.23812437057,3.08538246155,3.39086604118,3.2686727047,3.11593079567,3.17702770233,3.36031770706,3.11593079567,3.14647912979,2.99373745918,3.05483412743,3.0242857933,2.90209245682,2.96318912506,3.23812437057,3.23812437057,3.20757603645];[-0.183941870928,0.0613139607012,0.0613139607012,0.0613139607012,-0.337226778269,-0.15328489244,-0.0919709354639,0.0306569803506,0.183941870928,0.183941870928,-0.367883741856,-0.183941870928,-0.122627921402,0.0613139607012,0.0613139607012,0.183941870928,0.30656978488,0.15328489244,0.49051168561,-0.0613139607012,-0.214598849416,-0.0306569803506,-0.337226778269,0.429197698832,0.0,-0.30656978488,0.0613139607012,-0.367883741856,0.0306569803506,-0.0306569803506,0.214598849416,-0.0306569803506,0.0,0.582482635975,0.0919709354639,-0.0306569803506,0.0,-0.0613139607012,0.122627921402,-0.0919709354639,-0.214598849416,0.429197698832,-0.122627921402,-0.0613139607012,-0.183941870928,0.15328489244,-0.183941870928,0.214598849416,0.183941870928,-0.122627921402,-0.337226778269,-0.0919709354639,0.214598849416,-0.30656978488,0.30656978488,-0.15328489244,0.122627921402,-0.214598849416,0.122627921402,0.337226778269,-0.521168649197,-0.0306569803506,-0.0306569803506,0.0613139607012,-0.275912821293,-0.0613139607012,0.275912821293,-0.214598849416,0.398540735245,0.15328489244,-0.183941870928,-12.9065885544,-12.2934484482,-12.5693616867,-12.0788497925,-12.9985589981,-11.8335943222,-12.232134819,-12.354763031,-12.3241062164,-12.3241062164,-11.9562215805,-12.2934484482,-12.2014780045,-12.5387048721,-12.4160766602,-12.0175361633,-12.6306753159,-12.0175361633,-12.5693616867,-11.9255647659,-11.9255647659,-12.5080480576,-11.9255647659,-12.2014780045,-11.6189956665,-11.8642511368,-12.0481929779,-11.6803092957,-12.0788497925,-12.0481929779,-12.1401643753,-12.232134819,-11.7109661102,-11.7416229248,-3.67883753777,-2.97372698784,-3.0963549614,-2.82044219971,-3.18832588196,-3.43358159065,-3.6175236702,-3.37226772308,-4.04672145844,-3.12701201439,-3.15766882896,-2.97372698784,-2.91241312027,-2.82044219971,-2.85109901428,-2.51387238503,-2.5445291996,-2.88175606728,-2.57518625259,-2.3299305439,-2.82044219971,-2.51387238503,-2.78978514671,-2.69781422615,-2.94306993484,-3.0963549614,-2.72847127914,-2.5445291996,-2.51387238503,-2.66715717316,-2.69781422615,-3.03504109383,-2.75912809372,-2.85109901428,-3.21898293495,-2.66715717316,-2.51387238503,-3.37226772308,-3.40292477608,-2.36058735847,-3.0963549614,-2.78978514671,-3.15766882896,-2.42190146446,-2.82044219971,-2.48321533203,-2.94306993484,-2.75912809372,-2.78978514671,-2.75912809372,-2.63650035858,-2.85109901428,-3.34161067009,-3.00438404083,-3.0656979084,-2.94306993484,-3.03504109383,-3.03504109383];['l1'];[[68]]
[-0.98102337122,-1.62481987476,-1.10365128517,-0.79708147049,-0.889052391052,-0.98102337122,-1.01168036461,-1.01168036461,-1.16496527195,-1.25693619251,-1.41022109985,-1.41022109985,-1.25693619251,-1.50219202042,-1.2875931263,-1.13430821896,-1.13430821896,-0.919709384441,-0.858395397663,-1.01168036461,-0.7664244771,-0.889052391052,-0.98102337122,-1.04233729839,-1.25693619251,-1.37956404686,-1.07299423218,-0.919709384441,-1.13430821896,-1.2875931263,-1.19562220573,-1.19562220573,-0.79708147049,-0.827738463879,-1.10365128517,-1.10365128517,-1.22627913952,-1.47153496742,-1.19562220573,-0.950366377831,-1.16496527195,-1.2875931263,-1.31825017929,-1.01168036461,-1.10365128517,-1.13430821896,-1.2875931263,-1.25693619251,-1.04233729839,-1.37956404686,-1.25693619251,-1.2875931263,-0.950366377831,-0.889052391052,-1.16496527195,-1.19562220573,-1.2875931263,-1.13430821896,-0.889052391052,-0.950366377831,-0.889052391052,-0.950366377831,-0.827738463879,-1.37956404686,-1.2875931263,-1.07299423218,-1.01168036461,-1.41022109985,8.21607017517,8.4919834137,8.43066978455,8.30804157257,8.43066978455,8.7985534668,8.67592525482,8.58395385742,8.98249530792,8.4919834137,8.36935520172,8.73723888397,8.58395385742,8.85986709595,8.85986709595,8.95183849335,8.76789569855,8.89052391052,8.64526844025,8.82921028137,8.95183849335,8.89052391052,8.98249530792,8.82921028137,9.0131521225,9.0131521225,9.0131521225,8.95183849335,8.7985534668,8.85986709595,4.99708747864,5.05840158463,5.3956284523,5.02774477005,4.93577384949,5.02774477005,5.36497163773,4.81314563751,4.99708747864,4.84380292892,4.81314563751,5.15037250519,5.11971569061,5.27300071716,4.99708747864,5.21168661118,5.11971569061,5.15037250519,4.69051790237,4.93577384949,5.11971569061,4.90511655807,5.11971569061,5.11971569061,4.90511655807,5.02774477005,4.96643066406,5.0890583992,5.0890583992,5.02774477005,4.96643066406,5.42628526688,5.33431434631,3.8321223259,4.26132011414,3.89343643188,4.10803508759,4.04672145844,4.01606416702,4.29197692871,3.95475029945,3.89343643188,3.86277937889,4.23066329956,3.98540735245,3.95475029945,4.10803508759];[3.32976937294,3.17702770233,3.23812437057,3.29922103882,3.48251104355,2.47441577911,2.56606078148,2.65770578384,2.84099578857,3.05483412743,3.29922103882,3.36031770706,2.96318912506,3.14647912979,3.0242857933,3.05483412743,3.23812437057,3.0242857933,2.96318912506,2.65770578384,2.96318912506,2.81044745445,3.17702770233,3.23812437057,3.23812437057,2.65770578384,3.20757603645,3.36031770706,3.2686727047,3.11593079567,3.23812437057,3.11593079567,2.93264079094,2.68825411797,2.81044745445,3.0242857933,3.36031770706,2.90209245682,3.23812437057,3.05483412743,3.05483412743,3.11593079567,3.29922103882,3.36031770706,2.84099578857,3.14647912979,3.11593079567,3.11593079567,3.11593079567,3.2686727047,3.23812437057,3.08538246155,3.39086604118,3.42141437531,2.84099578857,2.35222244263,2.44386744499,2.50496411324,2.96318912506,3.39086604118,3.60470438004,3.29922103882,3.48251104355,3.14647912979,3.23812437057,3.20757603645,2.62715744972,2.74935078621,-2.56606078148,-2.47441577911,-2.53551244736,-2.84099578857,-2.71880245209,-2.62715744972,-2.8715441227,-2.84099578857,-2.41331911087,-2.62715744972,-2.77989912033,-2.38277077675,-3.14647912979,-2.1994805336,-2.5966091156,-2.77989912033,-2.71880245209,-2.1994805336,-2.32167410851,-2.62715744972,-2.47441577911,-2.81044745445,-2.71880245209,-2.5966091156,-2.47441577911,-2.41331911087,-2.50496411324,-2.74935078621,-2.53551244736,-2.77989912033,3.39086604118,3.20757603645,2.99373745918,3.23812437057,3.05483412743,3.14647912979,3.36031770706,3.48251104355,2.8715441227,2.96318912506,2.96318912506,3.32976937294,3.11593079567,3.23812437057,3.23812437057,2.96318912506,3.17702770233,3.2686727047,3.32976937294,3.14647912979,3.20757603645,2.77989912033,2.90209245682,3.08538246155,3.05483412743,3.11593079567,3.08538246155,3.32976937294,2.8715441227,3.17702770233,2.93264079094,3.23812437057,2.8715441227,2.44386744499,2.68825411797,2.74935078621,2.38277077675,2.65770578384,2.68825411797,2.71880245209,2.53551244736,2.62715744972,2.71880245209,2.47441577911,2.81044745445,2.53551244736,2.5966091156];[-1.65547692776,-1.13430821896,-0.889052391052,-1.37956404686,-1.50219202042,-1.50219202042,-0.98102337122,-1.22627913952,-1.31825017929,-1.13430821896,-1.34890711308,-1.25693619251,-1.44087803364,-1.2875931263,-1.62481987476,-1.56350600719,-1.37956404686,-1.65547692776,-1.19562220573,-0.521168649197,-1.47153496742,-0.889052391052,-1.16496527195,-1.47153496742,-1.19562220573,-0.919709384441,-1.25693619251,-1.25693619251,-1.2875931263,-1.16496527195,-1.04233729839,-1.34890711308,-1.34890711308,-1.10365128517,-1.71679079533,-1.56350600719,-1.50219202042,-1.22627913952,-1.5328489542,-1.71679079533,-0.889052391052,-1.01168036461,-1.34890711308,-1.37956404686,-1.04233729839,-1.16496527195,-1.8087618351,-1.22627913952,-1.56350600719,-1.44087803364,-1.71679079533,-1.56350600719,-1.62481987476,-1.31825017929,-2.08467459679,-1.65547692776,-1.65547692776,-1.5328489542,-1.5328489542,-1.01168036461,-1.31825017929,-1.01168036461,-0.919709384441,-1.2875931263,-1.59416294098,-1.50219202042,-1.41022109985,-1.65547692776,-16.1255702972,-16.1562290192,-16.5854263306,-16.0335998535,-15.4817743301,-15.543088913,-15.4511175156,-15.7270307541,-15.5737457275,-16.1562290192,-15.8496580124,-15.543088913,-15.6350593567,-15.6657161713,-15.3898038864,-14.9299488068,-15.1752052307,-15.1138906479,-15.1138906479,-15.1752052307,-14.8686351776,-14.6540365219,-15.3898038864,-15.0219202042,-14.5007514954,-14.6846933365,-14.7460069656,-14.6846933365,-14.9606056213,-14.6233797073,-4.47591924667,-4.50657606125,-3.74015140533,-3.95475029945,-4.41460514069,-4.138692379,-3.34161067009,-3.95475029945,-3.40292477608,-4.26132011414,-3.8321223259,-3.31095385551,-3.67883753777,-3.46423864365,-4.01606416702,-3.55620956421,-3.52555274963,-3.5868666172,-3.52555274963,-3.34161067009,-3.64818048477,-3.46423864365,-3.21898293495,-3.34161067009,-3.31095385551,-3.67883753777,-3.5868666172,-2.91241312027,-3.52555274963,-3.64818048477,-3.5868666172,-2.91241312027,-3.03504109383,-4.20000600815,-3.74015140533,-4.138692379,-3.52555274963,-3.95475029945,-4.26132011414,-3.74015140533,-4.16934919357,-4.04672145844,-3.89343643188,-3.95475029945,-3.98540735245,-4.32263422012,-3.77080845833];['l1'];[[66]]
[-1.74744784832,-1.13430821896,-0.919709384441,-0.889052391052,-1.01168036461,-1.22627913952,-0.950366377831,-0.950366377831,-0.827738463879,-1.22627913952,-1.56350600719,-1.2875931263,-1.44087803364,-1.16496527195,-1.01168036461,-0.827738463879,-0.950366377831,-1.19562220573,-1.22627913952,-1.19562220573,-1.19562220573,-1.13430821896,-1.50219202042,-1.2875931263,-1.07299423218,-1.19562220573,-1.16496527195,-0.98102337122,-1.25693619251,-1.16496527195,-0.950366377831,-1.25693619251,-0.858395397663,-1.07299423218,-1.37956404686,-1.13430821896,-1.19562220573,-1.13430821896,-1.16496527195,-1.16496527195,-1.10365128517,-1.2875931263,-1.65547692776,-1.47153496742,-0.827738463879,-1.01168036461,-0.7664244771,-0.889052391052,-1.34890711308,-1.47153496742,-1.04233729839,-1.19562220573,-0.919709384441,-0.98102337122,-0.827738463879,-1.10365128517,-1.37956404686,-1.56350600719,-1.19562220573,-0.919709384441,-1.13430821896,-0.674453556538,-1.01168036461,-1.16496527195,-1.19562220573,-1.37956404686,-0.950366377831,-0.950366377831,-1.13430821896,6.56059360504,6.4379658699,6.4379658699,6.31533765793,6.40730857849,6.74453544617,6.46862268448,6.52993679047,6.71387863159,6.46862268448,6.62190771103,6.80584955215,6.6525645256,6.59125041962,6.52993679047,6.77519226074,6.8671631813,6.71387863159,6.31533765793,6.59125041962,6.74453544617,6.74453544617,6.52993679047,6.52993679047,6.6525645256,6.56059360504,6.6525645256,6.59125041962,6.71387863159,6.59125041962,6.56059360504,6.71387863159,6.59125041962,4.96643066406,5.21168661118,4.69051790237,5.21168661118,5.18102931976,4.6598610878,4.90511655807,4.72117471695,4.50657606125,4.50657606125,4.59854698181,4.81314563751,4.72117471695,4.90511655807,4.8744597435,4.62920379639,4.84380292892,4.20000600815,4.93577384949,4.69051790237,4.78248882294,4.50657606125,4.84380292892,4.50657606125,4.53723287582,4.8744597435,4.93577384949,4.93577384949,4.50657606125,4.93577384949,4.69051790237,4.93577384949,4.53723287582,4.78248882294,4.59854698181,4.62920379639,4.75183200836,4.72117471695,4.56789016724,3.37226772308,3.46423864365,3.64818048477,3.67883753777,3.52555274963,3.43358159065,3.64818048477,3.52555274963,3.89343643188,3.70949459076,3.46423864365,3.55620956421,3.5868666172,3.40292477608,3.6175236702,3.43358159065,3.6175236702];[3.05483412743,3.08538246155,3.23812437057,2.8715441227,2.93264079094,3.0242857933,3.2686727047,3.39086604118,3.23812437057,3.36031770706,3.20757603645,3.2686727047,3.29922103882,3.17702770233,3.14647912979,2.5966091156,2.5966091156,3.0242857933,3.23812437057,3.48251104355,3.2686727047,3.05483412743,3.08538246155,3.42141437531,3.17702770233,3.36031770706,3.08538246155,3.05483412743,3.05483412743,2.84099578857,3.14647912979,2.93264079094,2.8715441227,3.17702770233,3.17702770233,2.96318912506,3.0242857933,2.99373745918,3.42141437531,3.08538246155,3.11593079567,3.14647912979,2.90209245682,3.29922103882,3.05483412743,3.23812437057,3.57415604591,3.29922103882,3.36031770706,3.08538246155,3.05483412743,2.90209245682,3.29922103882,3.23812437057,3.39086604118,2.77989912033,2.65770578384,2.68825411797,2.93264079094,2.93264079094,3.60470438004,3.36031770706,3.54360771179,3.45196270943,3.05483412743,2.90209245682,2.84099578857,2.56606078148,2.84099578857,-0.397128462791,-0.702611863613,-0.519321799278,-0.672063529491,-0.64151519537,-0.5498701334,-0.519321799278,-0.64151519537,-0.397128462791,-0.397128462791,-0.0610966831446,-0.458225131035,-0.366580098867,-0.5498701334,-0.488773465157,-0.244386732578,-0.183290049434,-0.305483430624,-0.2749350667,-0.336031764746,-0.488773465157,-0.2749350667,-0.2749350667,-0.152741715312,-0.213838398457,0.0,-0.213838398457,-0.0305483415723,0.0610966831446,-0.397128462791,-0.0916450247169,-0.244386732578,-0.0305483415723,3.66580104828,3.54360771179,3.23812437057,3.2686727047,2.99373745918,3.29922103882,3.57415604591,3.29922103882,3.2686727047,3.54360771179,3.23812437057,3.57415604591,3.66580104828,3.60470438004,3.17702770233,3.57415604591,3.39086604118,3.05483412743,3.51305937767,3.05483412743,3.45196270943,3.45196270943,3.14647912979,3.2686727047,2.93264079094,3.42141437531,3.6963493824,3.2686727047,3.51305937767,3.29922103882,3.23812437057,3.45196270943,3.32976937294,3.29922103882,3.57415604591,3.29922103882,3.39086604118,3.63525271416,3.20757603645,3.05483412743,2.99373745918,3.2686727047,3.29922103882,3.20757603645,2.71880245209,3.20757603645,3.29922103882,2.96318912506,2.65770578384,3.08538246155,2.81044745445,2.96318912506,3.05483412743,2.8715441227,3.20757603645,3.2686727047];[-1.62481987476,-1.44087803364,-1.47153496742,-1.47153496742,-1.19562220573,-1.90073275566,-1.83941876888,-1.71679079533,-1.47153496742,-1.50219202042,-1.71679079533,-1.74744784832,-2.11533164978,-1.71679079533,-1.7781047821,-1.5328489542,-1.7781047821,-1.71679079533,-1.62481987476,-1.50219202042,-1.71679079533,-1.87007570267,-1.96204674244,-1.8087618351,-1.44087803364,-1.87007570267,-1.68613386154,-1.44087803364,-1.31825017929,-1.31825017929,-1.56350600719,-1.87007570267,-1.50219202042,-1.83941876888,-1.50219202042,-1.31825017929,-1.68613386154,-1.56350600719,-1.13430821896,-1.8087618351,-1.87007570267,-1.83941876888,-1.83941876888,-1.83941876888,-1.44087803364,-1.74744784832,-1.56350600719,-1.2875931263,-1.44087803364,-1.44087803364,-1.62481987476,-1.59416294098,-1.68613386154,-1.7781047821,-1.83941876888,-1.93138968945,-1.90073275566,-2.26861643791,-2.20730257034,-1.37956404686,-1.22627913952,-1.2875931263,-1.5328489542,-1.8087618351,-1.56350600719,-2.36058735847,-1.93138968945,-1.59416294098,-1.19562220573,-12.354763031,-12.814617157,-12.2627916336,-12.1401643753,-12.5080480576,-12.2627916336,-12.1095066071,-12.5387048721,-11.7722797394,-12.2014780045,-12.4467334747,-11.8335943222,-11.9868793488,-12.232134819,-11.46571064,-11.8949079514,-11.0365123749,-11.9562215805,-11.5883378983,-11.3737392426,-11.4350538254,-11.2511110306,-11.6496524811,-11.4350538254,-10.6686286926,-10.8219137192,-10.9751987457,-11.4043960571,-11.1591405869,-11.3737392426,-10.9445419312,-11.1284837723,-10.9751987457,-4.72117471695,-4.56789016724,-4.26132011414,-4.16934919357,-4.41460514069,-4.6598610878,-4.62920379639,-4.69051790237,-4.23066329956,-4.59854698181,-4.3532910347,-3.95475029945,-3.8321223259,-3.92409348488,-3.70949459076,-4.07737827301,-4.20000600815,-4.04672145844,-3.95475029945,-3.77080845833,-3.28029680252,-3.52555274963,-3.92409348488,-3.89343643188,-3.46423864365,-3.18832588196,-3.31095385551,-4.04672145844,-3.24963974953,-3.8321223259,-3.43358159065,-3.55620956421,-3.92409348488,-3.70949459076,-3.43358159065,-3.92409348488,-3.86277937889,-4.26132011414,-3.86277937889,-3.80146551132,-4.07737827301,-4.10803508759,-3.77080845833,-4.10803508759,-3.95475029945,-3.80146551132,-3.86277937889,-3.52555274963,-3.86277937889,-3.95475029945,-3.37226772308,-3.64818048477,-3.74015140533,-3.49489569664,-3.77080845833,-4.138692379];['l1'];[[68]]
