	q0	q1	q2	q3	q4	q5
50	-0.00291648097297	0.278759462885	2.09537029872	-0.0310954683619	0.587534534038	1.87494445004
51	-0.00291696034196	0.278759862359	2.09537029872	-0.0310924723057	0.587535134296	1.87494445004
52	-0.00291696034196	0.278759462885	2.09537029872	-0.0310942699394	0.587534534038	1.87494445004
53	-0.00291743971096	0.278759063411	2.09537029872	-0.0310924723057	0.587535134296	1.87494445004
54	-0.00291743971096	0.278758264463	2.09537029872	-0.0310942699394	0.587535134296	1.8749434913
55	-0.00291696034196	0.278759862359	2.09537029872	-0.0310948691507	0.587535134296	1.87494445004
56	-0.00291743971096	0.278759462885	2.09537077809	-0.0310948691507	0.587535134296	1.87494445004
57	-0.00291743971096	0.278758663937	2.09537029872	-0.0310948691507	0.587534534038	1.8749434913
58	-0.00291696034196	0.278758663937	2.09537029872	-0.0310954683619	0.587535134296	1.8749434913
59	-0.00291743971096	0.278758663937	2.09537029872	-0.0310924723057	0.587535134296	1.8749434913
60	-0.00291743971096	0.27875706604	2.09537029872	-0.0310936707282	0.587535134296	1.87494445004
61	-0.00291696034196	0.278758663937	2.09537029872	-0.0310942699394	0.587535134296	1.87494445004
62	-0.00291696034196	0.278758264463	2.09537029872	-0.0310960675732	0.58753393378	1.87494445004
63	-0.00291696034196	0.278758264463	2.09537029872	-0.0310936707282	0.587535134296	1.87494445004
64	-0.00291648097297	0.278757864989	2.09537029872	-0.0310936707282	0.587534534038	1.8749434913
65	-0.00291696034196	0.278758264463	2.09537029872	-0.0310924723057	0.587535134296	1.8749434913
66	-0.00291743971096	0.278759063411	2.09537077809	-0.0310936707282	0.587535734554	1.87494540877
67	-0.00291696034196	0.278759063411	2.09537077809	-0.0310948691507	0.587535134296	1.87494445004
68	-0.00291696034196	0.278759063411	2.09537029872	-0.0310942699394	0.587535134296	1.87494445004
69	-0.00291696034196	0.278761060782	2.09536981935	-0.0310942699394	0.587534534038	1.87494445004
70	-0.00291696034196	0.278756267092	2.09537029872	-0.0310942699394	0.587535134296	1.87494445004
71	-0.00291696034196	0.278757864989	2.09537029872	-0.0310936707282	0.587534534038	1.87494445004
72	-0.00291696034196	0.278758663937	2.09537029872	-0.0310948691507	0.587534534038	1.87494445004
73	-0.00291743971096	0.278758663937	2.09537029872	-0.0310948691507	0.587535134296	1.87494445004
74	-0.00291743971096	0.278758663937	2.09537029872	-0.0310960675732	0.587535134296	1.87494540877
75	-0.00291743971096	0.278758663937	2.09537029872	-0.0310954683619	0.587535134296	1.87494445004
76	-0.00291743971096	0.278759063411	2.09537029872	-0.0310918730945	0.587535134296	1.87494445004
77	-0.00291696034196	0.278758264463	2.09537029872	-0.0310936707282	0.587535134296	1.8749434913
78	-0.00291696034196	0.278757465514	2.09537029872	-0.0310942699394	0.587535134296	1.8749434913
79	-0.00291743971096	0.278758663937	2.09537029872	-0.0310942699394	0.587534534038	1.8749434913
80	-0.00291696034196	0.278758663937	2.09537029872	-0.0310954683619	0.587535134296	1.8749434913
81	-0.00291648097297	0.278758264463	2.09537029872	-0.0310942699394	0.587535134296	1.8749434913
82	-0.00291648097297	0.278758663937	2.09536981935	-0.0310960675732	0.587535134296	1.87494445004
83	-0.00291696034196	0.278758264463	2.09537029872	-0.0310954683619	0.587535734554	1.87494540877
84	-0.00291696034196	0.278759063411	2.09537029872	-0.0310930715169	0.587535734554	1.87494445004
85	-0.00291648097297	0.278758663937	2.09536981935	-0.0310936707282	0.587535734554	1.8749434913
86	-0.00291743971096	0.278757864989	2.09536981935	-0.0310936707282	0.587535734554	1.87494540877
87	-0.00291743971096	0.278759862359	2.09536981935	-0.0310936707282	0.587534534038	1.87494445004
88	-0.00291648097297	0.278759063411	2.09536981935	-0.0310942699394	0.587535134296	1.8749434913
89	-0.00291743971096	0.278757465514	2.09537029872	-0.0310954683619	0.587534534038	1.87494445004
90	-0.00291696034196	0.278757864989	2.09536981935	-0.0310942699394	0.587535134296	1.87494445004
91	-0.00291743971096	0.27875706604	2.09537077809	-0.0310942699394	0.587535134296	1.8749434913
92	-0.00291696034196	0.278758663937	2.09536981935	-0.0310954683619	0.587534534038	1.8749434913
93	-0.00291696034196	0.278758663937	2.09537029872	-0.0310942699394	0.587535734554	1.87494540877
94	-0.00291696034196	0.278758264463	2.09537029872	-0.0310948691507	0.587535734554	1.87494445004
95	-0.00291696034196	0.278759462885	2.09537029872	-0.0310942699394	0.587535134296	1.8749434913
96	-0.00291696034196	0.278759063411	2.09537029872	-0.0310948691507	0.587535134296	1.87494445004
97	-0.00291696034196	0.278759063411	2.09537029872	-0.0310942699394	0.587535134296	1.8749434913
98	-0.00291648097297	0.278758663937	2.09537029872	-0.0310930715169	0.587535134296	1.8749434913
99	-0.00291648097297	0.278758663937	2.09537029872	-0.0310948691507	0.587535134296	1.87494445004
